internet_id,customer_id,mb_used,apps_and_websites,start_timestamp,end_timestamp
1,1,513.68,Coursera,4/8/2017 22:32,4/8/2017 22:42
2,1,952.38,Spotify,11/27/2017 5:36,11/27/2017 6:22
3,1,183.97,Facebook,7/26/2018 14:29,7/26/2018 14:54
4,1,568.23,Rediit,10/3/2018 3:19,10/3/2018 3:21
5,1,1032.23,Uber,12/6/2018 16:55,12/6/2018 17:38
6,1,1100.17,Rediit,10/23/2017 2:31,10/23/2017 3:15
7,2,933.12,Instagram,8/20/2018 17:00,8/20/2018 17:30
8,2,510.13,Google,4/19/2018 11:05,4/19/2018 11:25
9,2,1057.19,Udemy,2/15/2017 11:04,2/15/2017 11:33
10,2,1399.71,Amazon Prime,11/28/2018 11:45,11/28/2018 12:06
11,2,139.93,Netflix,12/19/2017 0:40,12/19/2017 0:49
12,2,460.91,Snapchat,12/1/2017 2:32,12/1/2017 3:11
13,2,1156.99,Netflix,8/8/2017 2:38,8/8/2017 3:20
14,3,1448.78,Shopify,5/20/2017 23:43,5/21/2017 0:25
15,3,288.18,Yahoo,4/2/2017 5:44,4/2/2017 6:33
16,3,825.6,Youtube,11/1/2018 1:59,11/1/2018 2:56
17,3,1195.98,Yahoo,1/4/2018 20:04,1/4/2018 20:46
18,3,729.13,Facebook,12/6/2017 9:25,12/6/2017 10:15
19,3,854.27,Rediit,4/19/2018 0:49,4/19/2018 1:19
20,3,1240.55,Snapchat,7/18/2017 14:24,7/18/2017 14:32
21,3,1170.1,Google,11/28/2018 7:39,11/28/2018 8:27
22,3,1306.56,Udemy,8/28/2018 10:51,8/28/2018 11:09
23,3,1145.1,Gmail,2/25/2018 2:05,2/25/2018 2:22
24,3,817.13,Youtube,4/7/2019 22:08,4/7/2019 22:23
25,3,196.64,Uber,11/20/2017 10:06,11/20/2017 10:44
26,4,185.86,Amazon,1/29/2019 17:16,1/29/2019 18:02
27,4,1111.84,Google,9/7/2018 2:35,9/7/2018 3:27
28,4,609.07,Snapchat,5/20/2017 1:57,5/20/2017 2:22
29,4,1195.27,Uber,11/9/2017 12:37,11/9/2017 12:54
30,4,1332.42,Udemy,3/15/2019 18:08,3/15/2019 18:36
31,4,936.92,Udemy,11/8/2018 6:05,11/8/2018 6:39
32,4,239.71,Youtube,1/23/2017 8:59,1/23/2017 9:55
33,4,1024.28,Instagram,1/21/2019 21:14,1/21/2019 21:20
34,4,1458.34,Coursera,2/17/2018 10:46,2/17/2018 11:00
35,4,1195.77,Amazon,3/31/2017 23:42,4/1/2017 0:30
36,4,1461.79,Twitter,4/23/2019 7:44,4/23/2019 8:10
37,4,975.88,Uber,10/17/2017 22:22,10/17/2017 22:56
38,4,1066.06,Netflix,1/31/2018 7:19,1/31/2018 7:22
39,4,664.65,Amazon Prime,3/30/2019 8:38,3/30/2019 8:44
40,5,1047.91,Spotify,6/23/2018 6:31,6/23/2018 7:26
41,5,682.45,Youtube,4/3/2017 22:50,4/3/2017 22:56
42,5,1125.15,Instagram,10/13/2018 12:51,10/13/2018 12:53
43,5,1327.84,Coursera,9/4/2018 10:06,9/4/2018 10:43
44,5,398.16,Shopify,12/3/2018 7:17,12/3/2018 8:13
45,5,375.59,Snapchat,9/14/2017 3:31,9/14/2017 4:12
46,5,1436.67,Spotify,9/4/2017 22:18,9/4/2017 22:42
47,5,249.3,Google,5/18/2018 20:54,5/18/2018 21:49
48,5,1472.83,Rediit,2/12/2017 10:04,2/12/2017 10:13
49,5,325.31,Amazon,9/16/2017 3:07,9/16/2017 4:05
50,5,1312.9,Rediit,5/5/2018 12:15,5/5/2018 13:12
51,5,593.29,Rediit,5/23/2019 3:47,5/23/2019 3:53
52,6,1014.98,Wikipedia,1/7/2019 22:18,1/7/2019 22:58
53,6,1313.65,Amazon Prime,10/6/2017 7:37,10/6/2017 8:15
54,6,87.48,Shopify,4/6/2018 6:10,4/6/2018 7:00
55,6,1332.37,Rediit,9/25/2018 14:50,9/25/2018 15:32
56,6,544.5,Udemy,2/16/2017 4:49,2/16/2017 5:47
57,6,390.97,Instagram,11/20/2017 3:27,11/20/2017 3:56
58,7,1326.27,Gmail,2/27/2017 6:55,2/27/2017 7:21
59,7,968.16,Whatsapp,10/16/2017 1:21,10/16/2017 1:23
60,7,1051.59,Wikipedia,7/23/2017 4:36,7/23/2017 5:15
61,7,346.34,Facebook,8/19/2018 18:23,8/19/2018 18:51
62,7,1122.11,Yahoo,3/24/2019 22:00,3/24/2019 22:38
63,7,353.91,Amazon Prime,6/19/2017 21:00,6/19/2017 21:27
64,7,1009.87,Snapchat,9/14/2017 21:35,9/14/2017 21:41
65,8,496.03,Coursera,11/21/2018 0:33,11/21/2018 0:47
66,8,302.27,Facebook,4/9/2017 0:41,4/9/2017 0:48
67,8,865.95,Whatsapp,4/24/2018 8:28,4/24/2018 9:10
68,8,818.66,Gmail,5/5/2017 13:51,5/5/2017 13:57
69,8,1363.48,Netflix,5/23/2019 16:32,5/23/2019 16:58
70,8,1159.79,Yahoo,11/15/2018 1:53,11/15/2018 2:28
71,8,315.65,Youtube,8/26/2017 1:34,8/26/2017 2:23
72,8,180.76,Amazon Prime,10/6/2018 2:05,10/6/2018 2:27
73,8,508.69,Twitter,4/22/2018 1:44,4/22/2018 2:40
74,8,1489.97,Google,8/30/2017 11:55,8/30/2017 12:26
75,9,251.67,Amazon Prime,8/3/2017 2:40,8/3/2017 3:26
76,9,749.9,Shopify,4/23/2017 2:56,4/23/2017 3:10
77,9,1078.2,Amazon,12/9/2018 13:03,12/9/2018 13:07
78,9,505.31,Wikipedia,2/17/2018 14:50,2/17/2018 14:56
79,9,462.92,Instagram,3/14/2017 23:29,3/14/2017 23:57
80,9,946.63,Instagram,1/2/2017 9:46,1/2/2017 10:13
81,9,211.48,Spotify,8/12/2017 19:21,8/12/2017 19:36
82,9,172.58,Netflix,3/9/2019 3:14,3/9/2019 4:06
83,9,396.96,Spotify,9/3/2018 23:11,9/3/2018 23:43
84,9,174.81,Instagram,10/14/2018 19:50,10/14/2018 20:10
85,9,829.99,Shopify,4/4/2017 22:45,4/4/2017 23:35
