internet_id,customer_id,mb_used,apps_and_websites,start_timestamp,end_timestamp
734,76,1164.87,Wikipedia,8/5/2018 10:35,8/5/2018 10:42
735,76,1408.46,Yahoo,11/9/2017 14:00,11/9/2017 14:38
736,76,295.43,Gmail,4/8/2018 3:54,4/8/2018 4:16
737,76,319.93,Amazon,2/9/2018 4:38,2/9/2018 5:05
738,76,401.72,Udemy,6/4/2018 4:37,6/4/2018 5:22
739,77,240.73,Gmail,12/22/2017 8:28,12/22/2017 8:58
740,77,260.45,Google,10/26/2017 12:15,10/26/2017 12:44
741,77,203.65,Spotify,4/11/2018 14:46,4/11/2018 14:56
742,77,210.98,Whatsapp,5/17/2019 21:36,5/17/2019 21:45
743,77,1063.14,Udemy,2/14/2019 9:21,2/14/2019 10:02
744,77,1049.93,Amazon Prime,6/27/2018 3:18,6/27/2018 4:06
745,77,1267.4,Spotify,9/23/2017 4:32,9/23/2017 4:32
746,77,949.82,Shopify,6/22/2017 11:54,6/22/2017 12:35
747,77,1018.73,Udemy,3/24/2017 15:31,3/24/2017 15:57
748,77,1061.07,Udemy,6/30/2017 21:13,6/30/2017 22:10
749,78,1339.41,Uber,7/25/2017 12:49,7/25/2017 13:43
750,78,68.75,Instagram,8/21/2017 7:50,8/21/2017 7:51
751,78,1359.49,Udemy,8/6/2017 5:04,8/6/2017 5:13
752,78,1069.06,Yahoo,10/3/2018 0:56,10/3/2018 0:57
753,78,464.48,Spotify,2/16/2018 9:20,2/16/2018 10:15
754,78,335.89,Youtube,1/1/2019 23:17,1/1/2019 23:47
755,78,588.66,Yahoo,8/15/2017 22:16,8/15/2017 22:32
756,78,1371.8,Coursera,3/16/2019 17:08,3/16/2019 17:36
757,78,561.34,Netflix,1/10/2018 16:49,1/10/2018 16:54
758,78,763.09,Coursera,6/15/2017 20:44,6/15/2017 20:57
759,78,1223.26,Wikipedia,4/7/2018 14:09,4/7/2018 14:49
760,79,1076.17,Spotify,11/3/2018 16:14,11/3/2018 16:46
761,79,1417.15,Google,6/21/2018 10:07,6/21/2018 10:41
762,79,1388.22,Netflix,11/25/2017 15:51,11/25/2017 16:34
763,79,300.65,Whatsapp,6/30/2018 3:58,6/30/2018 4:52
764,79,1440.51,Gmail,1/14/2018 7:58,1/14/2018 8:57
765,79,510.46,Spotify,12/22/2018 1:34,12/22/2018 2:27
766,79,696.34,Instagram,9/21/2018 13:44,9/21/2018 13:59
767,79,1119.78,Rediit,1/5/2019 3:25,1/5/2019 3:49
768,79,1191.03,Whatsapp,2/6/2018 9:28,2/6/2018 10:05
769,79,810.21,Rediit,7/28/2017 11:01,7/28/2017 11:13
770,80,1381.42,Yahoo,1/3/2018 22:58,1/3/2018 23:39
771,80,461.46,Shopify,6/22/2018 4:49,6/22/2018 5:28
772,80,1095.04,Spotify,5/20/2018 1:32,5/20/2018 2:02
773,80,1180.81,Spotify,1/12/2018 20:07,1/12/2018 20:24
774,80,87.67,Youtube,5/4/2018 13:44,5/4/2018 14:29
775,80,1013.6,Shopify,5/28/2018 23:43,5/29/2018 0:14
776,80,85.63,Snapchat,3/8/2018 7:31,3/8/2018 8:19
777,80,793.75,Yahoo,8/31/2017 8:29,8/31/2017 9:03
778,80,283.81,Spotify,2/13/2017 12:51,2/13/2017 13:23
779,80,1335.68,Instagram,3/9/2018 10:09,3/9/2018 10:45
780,80,1414.91,Amazon Prime,7/25/2018 8:48,7/25/2018 8:48
781,81,1077.93,Coursera,10/12/2017 8:35,10/12/2017 8:56
782,81,287.05,Coursera,5/28/2018 7:04,5/28/2018 7:44
783,81,587.67,Twitter,3/18/2019 9:41,3/18/2019 10:27
784,81,704.81,Uber,4/22/2018 13:22,4/22/2018 14:12
785,81,316.27,Netflix,9/1/2017 21:26,9/1/2017 22:01
786,81,1298.86,Amazon,1/20/2018 1:09,1/20/2018 1:53
787,81,283.55,Amazon,9/10/2018 5:23,9/10/2018 5:29
788,81,658.92,Netflix,6/30/2017 4:33,6/30/2017 5:14
789,81,153.55,Gmail,4/23/2018 18:51,4/23/2018 19:42
790,81,312.35,Coursera,1/1/2018 4:05,1/1/2018 5:02
791,81,1109.75,Snapchat,2/9/2018 22:16,2/9/2018 22:39
792,81,177.8,Youtube,12/24/2018 9:14,12/24/2018 10:14
793,81,789.31,Coursera,2/1/2019 17:30,2/1/2019 17:37
794,82,599.87,Facebook,2/17/2017 13:30,2/17/2017 13:47
795,82,461,Yahoo,5/8/2018 7:03,5/8/2018 7:24
796,82,275.81,Spotify,4/28/2018 15:20,4/28/2018 16:11
797,82,1478.4,Snapchat,4/9/2017 7:20,4/9/2017 7:53
798,82,1224.72,Wikipedia,6/4/2018 0:13,6/4/2018 0:49
799,82,419.16,Udemy,10/2/2017 10:04,10/2/2017 10:24
800,82,776.77,Whatsapp,8/15/2017 15:20,8/15/2017 15:21
801,82,793.77,Youtube,9/30/2017 15:43,9/30/2017 16:20
802,82,1437.12,Yahoo,2/13/2018 19:50,2/13/2018 20:36
803,82,844.98,Coursera,7/13/2017 0:17,7/13/2017 1:14
804,82,502.92,Snapchat,2/19/2017 4:11,2/19/2017 4:55
805,83,1462.03,Yahoo,7/31/2018 15:31,7/31/2018 16:06
806,83,1494.55,Udemy,11/14/2017 1:40,11/14/2017 2:13
807,83,1281.55,Amazon Prime,10/25/2018 14:51,10/25/2018 15:37
808,83,996.61,Uber,3/6/2019 13:44,3/6/2019 14:39
